smiles,source
COc1cc(-c2c(N(C)C)cccc2N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N(C)C)cccc2N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(N(C)C)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N(C)C)cccc2N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(N(C)C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N(C)C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(N3CCOC[C@H]3C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2c(OC)cccc2-c2ccc(S(=O)(=O)C(C)C)cc2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2-c2cnc(C#N)cn2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2-c2cncc3[nH]ccc23)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c(OC)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c([C@]3(O)C[C@H]4CC[C@@H](C3)O4)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cc(-c2c([C@]3(O)C[C@H]4CC[C@@H](C3)O4)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2cc(-c3ccc(N(C)C)cc3)c3cnn(C4=NN=CC4)c3n2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
COc1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
COc1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)nc(N(C)C)n1,derivative
COc1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)no1,derivative
COc1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)on1,derivative
COc1cc(-c2cc(CN(C)C)c3cnn(C4=NN=CC4)c3n2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2cc(N(C)C)c3cnn(C4=NN=CC4)c3n2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2cc(OC)c3cnn(C4=NN=CC4)c3n2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
COc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
COc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)nc(OC)n1,derivative
COc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)no1,derivative
COc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)on1,derivative
COc1cc(-c2ccc(-c3cc(C4([S@](C)(=N)=O)CC4)nc4c3cnn4C3=NN=CC3)cc2)no1,derivative
COc1cc(-c2ccc(-c3cc(C4([S@](C)(=N)=O)CC4)nc4c3cnn4C3=NN=CC3)cc2)on1,derivative
COc1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)[nH]n1,derivative
COc1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)n[nH]1,derivative
COc1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)no1,derivative
COc1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)on1,derivative
COc1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
COc1cc(N(C)C)nc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)n1,derivative
COc1cc(Nc2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
COc1cc(Nc2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
COc1cc(Nc2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)no1,derivative
COc1cc(Nc2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)on1,derivative
COc1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1ccc(-c2cc(-c3cc(C4([S@](C)(=N)=O)CC4)nc4c3cnn4C3=NN=CC3)no2)cc1,derivative
COc1ccc(-c2cc(-c3cc(C4([S@](C)(=N)=O)CC4)nc4c3cnn4C3=NN=CC3)on2)cc1,derivative
COc1ccc(-c2cc(-c3cc(N(C)C)c4cnn(C5=NN=CC5)c4n3)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(-c2cc(-c3cc(OC)c4cnn(C5=NN=CC5)c4n3)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)[nH]n2)cc1,derivative
COc1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)n[nH]2)cc1,derivative
COc1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)no2)cc1,derivative
COc1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)on2)cc1,derivative
COc1ccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(-c2ccc(-c3cc(C4([S@](C)(=N)=O)CC4)nc4c3cnn4C3=NN=CC3)cc2)cc1,derivative
COc1ccc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)cc1,derivative
COc1ccc(Nc2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(Nc2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1ccc(Oc2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc1,derivative
COc1cccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)c1N(C)C,derivative
COc1cccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)c1N1CCOC[C@H]1C,derivative
COc1cccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)c1OC,derivative
COc1cccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)c1-c1cncc2[nH]ccc12,derivative
COc1cccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)c1N(C)C,derivative
COc1cccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)c1N1CCOC[C@H]1C,derivative
COc1cccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)c1OC,derivative
COc1cccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)c1[C@]1(O)C[C@H]2CC[C@@H](C1)O2,derivative
COc1cccc(-c2ccc(S(=O)(=O)C(C)C)cc2)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2ccc(S(=O)(=O)C(C)C)cc2)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2ccc(S(=O)(=O)C(C)C)cc2)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2ccc(S(=O)(=O)C(C)C)cc2)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2ccc(S(=O)(=O)C(C)C)cc2)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cnc(C#N)cn2)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cnc(C#N)cn2)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2cnc(C#N)cn2)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cnc(C#N)cn2)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2cnc(C#N)cn2)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(-c2cncc3[nH]ccc23)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(C2([S@](C)(=N)=O)CC2)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(C2([S@](C)(=N)=O)CC2)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(C2([S@](C)(=N)=O)CC2)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(C2([S@](C)(=N)=O)CC2)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(C2([S@](C)(=N)=O)CC2)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2cnc(C#N)cn2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2cnc(C#N)cn2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2cncc3[nH]ccc23)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(-c2cncc3[nH]ccc23)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N(C)C)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N(C)C)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2cnc(C#N)cn2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2cnc(C#N)cn2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2cncc3[nH]ccc23)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(-c2cncc3[nH]ccc23)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(N2CCOC[C@H]2C)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(-c2ccc(S(=O)(=O)C(C)C)cc2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(-c2cnc(C#N)cn2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(-c2cnc(C#N)cn2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(-c2cncc3[nH]ccc23)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(-c2cncc3[nH]ccc23)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc(OC)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc(OC)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(-c2cncc3[nH]ccc23)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(-c2cncc3[nH]ccc23)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(N(C)C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(N2CCOC[C@H]2C)nc2c1cnn2C1=NN=CC1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc(OC)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
COc1cccc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c1-c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
COc1nc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc(N(C)C)n1,derivative
C[C@@H]1COCCN1Cc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
C[C@@H]1COCCN1Cc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
C[C@@H]1COCCN1Cc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)no1,derivative
C[C@@H]1COCCN1Cc1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)on1,derivative
C[C@@H]1COCCN1Cc1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1Cc1ccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc1,derivative
C[C@@H]1COCCN1Cc1ccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cc1,derivative
C[C@@H]1COCCN1[C@H](C)COc1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1c(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cccc1N(C)C,derivative
C[C@@H]1COCCN1c1c(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cccc1N(C)C,derivative
C[C@@H]1COCCN1c1c(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cccc1[C@]1(O)C[C@H]2CC[C@@H](C1)O2,derivative
C[C@@H]1COCCN1c1cc(-c2c(-c3cnc(C#N)cn3)cccc2N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(-c3cnc(C#N)cn3)cccc2N(C)C)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2c(-c3cncc4[nH]ccc34)cccc2N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(-c3cncc4[nH]ccc34)cccc2N(C)C)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2c(-c3cncc4[nH]ccc34)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2N(C)C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2N(C)C)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N(C)C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N3CCOC[C@H]3C)cccc2C2([S@](C)(=N)=O)CC2)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N3CCOC[C@H]3C)cccc2N2CCOC[C@H]2C)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c(N3CCOC[C@H]3C)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c([C@]3(O)C[C@H]4CC[C@@H](C3)O4)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(C3=NN=CC3)c2n1,derivative
C[C@@H]1COCCN1c1cc(-c2c([C@]3(O)C[C@H]4CC[C@@H](C3)O4)cccc2[C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
C[C@@H]1COCCN1c1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
C[C@@H]1COCCN1c1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)no1,derivative
C[C@@H]1COCCN1c1cc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)on1,derivative
C[C@@H]1COCCN1c1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)[nH]n1,derivative
C[C@@H]1COCCN1c1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)n[nH]1,derivative
C[C@@H]1COCCN1c1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)no1,derivative
C[C@@H]1COCCN1c1cc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)on1,derivative
C[C@@H]1COCCN1c1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)[nH]n1,derivative
C[C@@H]1COCCN1c1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)n[nH]1,derivative
C[C@@H]1COCCN1c1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)no1,derivative
C[C@@H]1COCCN1c1cc(-c2ccc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)cc2)on1,derivative
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)nc2c1cnn2C1=NN=CC1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)[nH]n2)cc1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)n[nH]2)cc1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)no2)cc1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc(-c3cc([C@]4(O)C[C@H]5CC[C@@H](C4)O5)nc4c3cnn4C3=NN=CC3)on2)cc1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc(C3([S@](C)(=N)=O)CC3)nc3c2cnn3C2=NN=CC2)cc1,derivative
C[C@@H]1COCCN1c1ccc(-c2cc([C@]3(O)C[C@H]4CC[C@@H](C3)O4)nc3c2cnn3C2=NN=CC2)cc1,derivative
